Materialeart,Chrnr,Epinr,Provedato,Modtag.Dato,Jnr,Provenr,Tolkning,region
Kloaksvaber,10127,2,11/15/07,11/16/07,C6957,2,POSITIV,R4
Svaberprøve,10281,3,11/15/07,,C7392,0,POSITIV,R6
Kloaksvaber,10666,2,11/15/07,11/20/07,C6981,1,POSITIV,R7
Kloaksvaber,10383,2,11/15/07,11/20/07,C6995,1,NEGATIV,R1
Kloaksvaber,10196,4,11/15/07,11/20/07,C6990,1,NEGATIV,R3
Svaberprøve,10379,1,11/15/07,,C7413,0,NEGATIV,R1
Svaberprøve,10121,4,11/15/07,,C7325,0,NEGATIV,R8
Kloaksvaber,10127,1,11/15/07,11/16/07,C6957,1,POSITIV,R4
Svaberprøve,10121,5,11/15/07,,C7326,0,NEGATIV,R8
Kloaksvaber,10311,1,11/15/07,11/16/07,C6956,1,NEGATIV,NA
Kloaksvaber,10438,3,11/15/07,11/16/07,C6960,1,NEGATIV,R3
Kloaksvaber,10432,1,11/15/07,11/16/07,C6959,1,NEGATIV,R2
Kloaksvaber,10615,1,11/15/07,11/16/07,C6952,1,NEGATIV,NA
Kloaksvaber,10383,3,11/15/07,11/20/07,C6995,2,NEGATIV,R1
Kloaksvaber,10666,1,11/15/07,11/16/07,C6961,1,NEGATIV,R7
Svaberprøve,10215,1,11/15/07,,C7368,0,NEGATIV,R8
Kloaksvaber,10327,2,11/15/07,11/16/07,C6954,1,NEGATIV,R8
Kloaksvaber,10596,3,11/16/07,11/20/07,C6973,1,NEGATIV,R5
Kloaksvaber,10649,1,11/16/07,11/20/07,C6971,1,NEGATIV,R8
Svaberprøve,10281,4,11/16/07,,C7393,0,POSITIV,R6
Svaberprøve,10444,1,11/16/07,,C7444,0,NEGATIV,R3
Svaberprøve,10312,4,11/16/07,,C7397,0,NEGATIV,R8
Kloaksvaber,10311,1,11/16/07,11/20/07,C6972,1,NEGATIV,NA
Svaberprøve,10315,8,11/16/07,,C7398,0,POSITIV,NA
Kloaksvaber,10196,3,11/16/07,11/20/07,C6987,2,NEGATIV,R3
Kloaksvaber,10196,2,11/16/07,11/20/07,C6987,1,NEGATIV,R3
Kloaksvaber,10649,1,11/16/07,11/20/07,C6983,1,NEGATIV,R8
Kloaksvaber,10532,1,11/16/07,11/20/07,C6985,1,NEGATIV,R4
Kloaksvaber,10403,1,11/16/07,11/20/07,C6970,1,NEGATIV,R1
Svaberprøve,10444,2,11/16/07,,C7445,0,NEGATIV,R3
Svaberprøve,10379,2,11/16/07,,C7414,0,POSITIV,R1
Kloaksvaber,10615,1,11/16/07,11/21/07,C7001,1,NEGATIV,NA
Kloaksvaber,10295,1,11/16/07,11/20/07,C6977,1,NEGATIV,R7
Svaberprøve,10312,3,11/16/07,,C7396,0,NEGATIV,R8
Kloaksvaber,10532,2,11/16/07,11/20/07,C6985,2,NEGATIV,R4
Kloaksvaber,10381,1,11/19/07,11/27/07,C7035,1,NEGATIV,R1
Kloaksvaber,10597,2,11/19/07,11/20/07,C6978,2,POSITIV,R6
Kloaksvaber,10389,2,11/19/07,11/27/07,C7039,1,NEGATIV,R1
Kloaksvaber,10127,3,11/19/07,11/20/07,C6976,1,POSITIV,R4
Kloaksvaber,10615,1,11/19/07,11/21/07,C7002,1,NEGATIV,NA
Kloaksvaber,10295,2,11/19/07,11/20/07,C6974,1,NEGATIV,R7
Kloaksvaber,10597,1,11/19/07,11/20/07,C6984,1,POSITIV,R6
Kloaksvaber,10597,1,11/19/07,11/20/07,C6988,1,NEGATIV,R6
Kloaksvaber,10181,1,11/19/07,11/20/07,C6982,1,NEGATIV,R3
Kloaksvaber,10243,5,11/19/07,11/20/07,C6979,2,NEGATIV,R3
Svaberprøve,10347,2,11/19/07,,C7406,0,NEGATIV,R2
Svaberprøve,10453,1,11/19/07,,C7447,0,NEGATIV,R5
Kloaksvaber,10597,1,11/19/07,11/20/07,C6978,1,POSITIV,R6
Kloaksvaber,10532,1,11/19/07,11/20/07,C6975,1,NEGATIV,R4
Kloaksvaber,10243,3,11/19/07,11/20/07,C6979,1,NEGATIV,R3
Kloaksvaber,10441,1,11/19/07,11/20/07,C6986,1,NEGATIV,R3
Kloaksvaber,10441,2,11/19/07,11/20/07,C6986,2,NEGATIV,R3
Svaberprøve,10610,3,11/19/07,,C7485,0,NEGATIV,R5
Kloaksvaber,10529,2,11/19/07,11/20/07,C6980,1,NEGATIV,R7
Svaberprøve,10610,2,11/19/07,,C7484,0,NEGATIV,R5
Kloaksvaber,10252,2,11/20/07,11/23/07,C7022,2,NEGATIV,R3
Svaberprøve,10084,1,11/20/07,,C7285,0,NEGATIV,R2
Kloaksvaber,10211,2,11/20/07,11/20/07,C6996,2,NEGATIV,R1
Kloaksvaber,10211,4,11/20/07,11/20/07,C6996,3,NEGATIV,R1
Svaberprøve,10084,2,11/20/07,,C7286,0,NEGATIV,R2
Kloaksvaber,10243,2,11/20/07,11/21/07,C6998,1,NEGATIV,R3
Kloaksvaber,10243,3,11/20/07,11/21/07,C6998,2,NEGATIV,R3
Svaberprøve,10346,3,11/20/07,,C7403,0,NEGATIV,R2
Svaberprøve,10237,3,11/20/07,,C7375,0,NEGATIV,R8
Kloaksvaber,10214,1,11/20/07,11/27/07,C7038,1,NEGATIV,R5
Svaberprøve,10237,4,11/20/07,,C7376,0,NEGATIV,R8
Kloaksvaber,10244,6,11/20/07,11/27/07,C7037,1,NEGATIV,R4
Kloaksvaber,10244,6,11/20/07,11/21/07,C6997,1,NEGATIV,R4
Svaberprøve,10610,1,11/20/07,,C7483,0,NEGATIV,R5
Kloaksvaber,10211,6,11/20/07,11/20/07,C6996,5,NEGATIV,R1
Kloaksvaber,10615,1,11/20/07,11/21/07,C7003,1,NEGATIV,NA
Kloaksvaber,10307,2,11/20/07,11/23/07,C7018,1,NEGATIV,R3
Kloaksvaber,10243,5,11/20/07,11/21/07,C6998,4,NEGATIV,R3
Kloaksvaber,10491,1,11/20/07,11/21/07,C6999,1,NEGATIV,NA
Kloaksvaber,10243,4,11/20/07,11/21/07,C6998,3,NEGATIV,R3
Kloaksvaber,10211,5,11/20/07,11/20/07,C6996,4,NEGATIV,R1
Kloaksvaber,10389,1,11/20/07,11/27/07,C7041,1,NEGATIV,R1
Svaberprøve,10084,3,11/20/07,,C7287,0,NEGATIV,R2
Kloaksvaber,10243,4,11/20/07,11/23/07,C7016,1,NEGATIV,R3
Kloaksvaber,10252,1,11/20/07,11/23/07,C7022,1,NEGATIV,R3
Kloaksvaber,10211,1,11/20/07,11/20/07,C6996,1,NEGATIV,R1
Kloaksvaber,10252,3,11/20/07,11/23/07,C7022,3,NEGATIV,R3
Kloaksvaber,10252,5,11/20/07,11/23/07,C7022,4,NEGATIV,R3
Kloaksvaber,10243,1,11/21/07,11/22/07,C7011,1,NEGATIV,R3
Kloaksvaber,10386,1,11/21/07,11/27/07,C7058,1,POSITIV,R1
Kloaksvaber,10394,10,11/21/07,11/22/07,C7009,1,POSITIV,R4
Kloaksvaber,10252,1,11/21/07,11/22/07,C7007,1,NEGATIV,R3
Svaberprøve,10395,1,11/21/07,,C7415,0,NEGATIV,R1
Kloaksvaber,10252,4,11/21/07,11/23/07,C7013,1,NEGATIV,R3
Kloaksvaber,10394,10,11/21/07,11/23/07,C7017,1,NEGATIV,R4
Svaberprøve,10346,1,11/21/07,,C7401,0,NEGATIV,R2
Kloaksvaber,10236,1,11/21/07,11/23/07,C7020,1,NEGATIV,NA
Kloaksvaber,10387,2,11/21/07,11/27/07,C7042,2,NEGATIV,R1
Kloaksvaber,10615,1,11/21/07,11/23/07,C7026,1,NEGATIV,NA
Svaberprøve,10346,4,11/21/07,,C7405,0,NEGATIV,R2
Kloaksvaber,10244,3,11/21/07,11/22/07,C7012,2,POSITIV,R4
Kloaksvaber,10244,2,11/21/07,11/22/07,C7012,1,POSITIV,R4
Kloaksvaber,10387,1,11/21/07,11/27/07,C7042,1,NEGATIV,R1
Kloaksvaber,10244,4,11/21/07,11/22/07,C7012,3,NEGATIV,R4
Kloaksvaber,10529,2,11/21/07,11/23/07,C7015,1,NEGATIV,R7
Kloaksvaber,10236,2,11/21/07,11/22/07,C7010,1,POSITIV,NA
Kloaksvaber,10236,2,11/21/07,11/23/07,C7020,2,NEGATIV,NA
Kloaksvaber,10193,8,11/21/07,11/22/07,C7008,1,POSITIV,R7
Kloaksvaber,10244,1,11/21/07,11/23/07,C7014,1,NEGATIV,R4
Svaberprøve,10346,2,11/22/07,,C7402,0,NEGATIV,R2
Kloaksvaber,10307,2,11/22/07,11/23/07,C7019,2,NEGATIV,R3
Kloaksvaber,10563,4,11/22/07,11/23/07,C7025,1,NEGATIV,R5
Kloaksvaber,10394,11,11/22/07,11/23/07,C7024,2,NEGATIV,R4
Kloaksvaber,10563,4,11/22/07,11/27/07,C7043,1,NEGATIV,R5
Svaberprøve,10131,4,11/22/07,,C7332,0,NEGATIV,R3
Svaberprøve,10146,1,11/22/07,,C7338,0,NEGATIV,R3
Kloaksvaber,10236,4,11/22/07,11/23/07,C7021,1,NEGATIV,NA
Svaberprøve,10346,3,11/22/07,,C7404,0,NEGATIV,R2
Svaberprøve,10395,2,11/22/07,,C7416,0,NEGATIV,R1
Kloaksvaber,10491,1,11/22/07,11/23/07,C7027,1,NEGATIV,NA
Kloaksvaber,10226,9,11/22/07,11/23/07,C7023,1,NEGATIV,NA
Kloaksvaber,10307,2,11/22/07,11/27/07,C7040,1,NEGATIV,R3
Kloaksvaber,10563,4,11/22/07,11/23/07,C7025,2,NEGATIV,R5
Kloaksvaber,10307,1,11/22/07,11/23/07,C7019,1,NEGATIV,R3
Kloaksvaber,10300,13,11/22/07,11/27/07,C7045,1,NEGATIV,R4
Kloaksvaber,10535,1,11/22/07,11/27/07,C7046,1,NEGATIV,R1
Kloaksvaber,10236,4,11/22/07,11/23/07,C7021,2,NEGATIV,NA
Svaberprøve,10131,3,11/22/07,,C7331,0,NEGATIV,R3
Kloaksvaber,10226,16,11/22/07,11/23/07,C7023,2,NEGATIV,NA
Kloaksvaber,10563,5,11/22/07,11/27/07,C7043,2,NEGATIV,R5
Kloaksvaber,10394,10,11/22/07,11/23/07,C7024,1,NEGATIV,R4
Kloaksvaber,10295,2,11/23/07,11/27/07,C7032,2,NEGATIV,R7
Kloaksvaber,10563,5,11/23/07,11/27/07,C7028,1,NEGATIV,R5
Kloaksvaber,10560,2,11/23/07,11/27/07,C7031,2,NEGATIV,R8
Svaberprøve,10586,1,11/23/07,,C7472,0,NEGATIV,R3
Svaberprøve,10096,3,11/23/07,,C7293,0,NEGATIV,R3
Kloaksvaber,10441,1,11/23/07,11/27/07,C7051,1,NEGATIV,R3
Svaberprøve,10131,2,11/23/07,,C7330,0,NEGATIV,R3
Kloaksvaber,10394,14,11/23/07,11/27/07,C7047,1,NEGATIV,R4
Kloaksvaber,10491,1,11/23/07,11/28/07,C7060,1,NEGATIV,NA
Kloaksvaber,10295,1,11/23/07,11/27/07,C7032,1,NEGATIV,R7
Svaberprøve,10549,1,11/23/07,,C7469,0,NEGATIV,R1
Kloaksvaber,10560,1,11/23/07,11/27/07,C7031,1,NEGATIV,R8
Kloaksvaber,10441,2,11/23/07,11/27/07,C7051,2,NEGATIV,R3
Svaberprøve,10146,2,11/23/07,,C7339,0,NEGATIV,R3
Kloaksvaber,10307,2,11/23/07,11/27/07,C7048,1,NEGATIV,R3
Kloaksvaber,10300,12,11/23/07,11/27/07,C7056,1,NEGATIV,R4
Svaberprøve,10586,2,11/23/07,,C7473,0,NEGATIV,R3
Kloaksvaber,10226,9,11/23/07,11/27/07,C7033,1,NEGATIV,NA
Kloaksvaber,10226,15,11/23/07,11/27/07,C7033,2,NEGATIV,NA
Kloaksvaber,10390,2,11/24/07,12/04/07,C7116,2,NEGATIV,R1
Kloaksvaber,10390,1,11/24/07,12/04/07,C7116,1,NEGATIV,R1
Kloaksvaber,10143,2,11/26/07,11/28/07,C7065,2,NEGATIV,R3
Kloaksvaber,10226,15,11/26/07,11/27/07,C7049,1,NEGATIV,NA
Kloaksvaber,10375,1,11/26/07,11/27/07,C7030,1,NEGATIV,R7
Svaberprøve,10154,1,11/26/07,,C7350,0,POSITIV,R1
Kloaksvaber,10143,4,11/26/07,11/28/07,C7065,3,NEGATIV,R3
Kloaksvaber,10560,1,11/26/07,11/28/07,C7064,1,NEGATIV,R8
Svaberprøve,10625,3,11/26/07,,C7494,0,NEGATIV,R1
Kloaksvaber,10562,1,11/26/07,11/27/07,C7029,1,NEGATIV,R8
Kloaksvaber,10331,1,11/26/07,11/30/07,C7084,1,NEGATIV,R6
Kloaksvaber,10165,3,11/26/07,11/27/07,C7044,1,NEGATIV,R5
Svaberprøve,10625,4,11/26/07,,C7495,0,POSITIV,R1
Kloaksvaber,10529,3,11/26/07,11/27/07,C7050,1,NEGATIV,R7
Kloaksvaber,10165,1,11/26/07,12/04/07,C7112,1,NEGATIV,R5
Kloaksvaber,10091,2,11/26/07,11/27/07,C7052,2,NEGATIV,R3
Kloaksvaber,10165,2,11/26/07,11/27/07,C7044,2,NEGATIV,R5
Svaberprøve,10154,2,11/26/07,,C7351,0,NEGATIV,R1
Kloaksvaber,10226,15,11/26/07,11/27/07,C7057,1,NEGATIV,NA
Kloaksvaber,10300,3,11/26/07,11/27/07,C7034,2,NEGATIV,R4
Kloaksvaber,10143,1,11/26/07,11/28/07,C7065,1,NEGATIV,R3
Kloaksvaber,10491,1,11/26/07,11/28/07,C7061,1,NEGATIV,NA
Kloaksvaber,10091,1,11/26/07,11/27/07,C7052,1,NEGATIV,R3
Kloaksvaber,10375,2,11/26/07,11/27/07,C7030,2,NEGATIV,R7
Svaberprøve,10464,1,11/26/07,,C7448,0,NEGATIV,R3
Kloaksvaber,10560,2,11/26/07,11/28/07,C7064,2,NEGATIV,R8
Kloaksvaber,10300,12,11/26/07,11/27/07,C7034,1,NEGATIV,R4
Kloaksvaber,10562,2,11/26/07,11/27/07,C7029,2,NEGATIV,R8
Kloaksvaber,10083,1,11/27/07,11/30/07,C7093,1,NEGATIV,R2
Kloaksvaber,10491,2,11/27/07,11/28/07,C7062,1,NEGATIV,NA
Kloaksvaber,10083,2,11/27/07,11/30/07,C7093,2,NEGATIV,R2
Kloaksvaber,10560,1,11/27/07,11/30/07,C7089,1,NEGATIV,R8
Svaberprøve,10186,2,11/27/07,,C7357,0,POSITIV,R6
Svaberprøve,10045,1,11/27/07,,C7274,0,NEGATIV,R5
Kloaksvaber,10659,3,11/27/07,11/30/07,C7090,1,NEGATIV,R3
Svaberprøve,10281,2,11/27/07,,C7391,0,NEGATIV,R6
Kloaksvaber,10491,1,11/27/07,11/30/07,C7071,1,NEGATIV,NA
Kloaksvaber,10668,1,11/27/07,11/30/07,C7087,1,NEGATIV,NA
Kloaksvaber,10224,1,11/27/07,12/04/07,C7110,1,NEGATIV,R5
Kloaksvaber,10193,8,11/27/07,11/27/07,C7036,1,POSITIV,R7
Kloaksvaber,10535,1,11/27/07,11/30/07,C7083,1,NEGATIV,R1
Svaberprøve,10464,2,11/27/07,,C7449,0,NEGATIV,R3
Svaberprøve,10281,1,11/27/07,,C7390,0,NEGATIV,R6
Kloaksvaber,10386,1,11/27/07,12/04/07,C7113,1,NEGATIV,R1
Kloaksvaber,10143,4,11/27/07,11/30/07,C7082,1,NEGATIV,R3
Kloaksvaber,10328,1,11/28/07,11/30/07,C7076,1,NEGATIV,R8
Kloaksvaber,10668,1,11/28/07,12/04/07,C7117,1,NEGATIV,NA
Svaberprøve,10117,3,11/28/07,,C7317,0,NEGATIV,R6
Kloaksvaber,10668,2,11/28/07,12/04/07,C7117,2,NEGATIV,NA
Kloaksvaber,10529,3,11/28/07,11/30/07,C7081,1,NEGATIV,R7
Svaberprøve,10609,1,11/28/07,,C7479,0,NEGATIV,R2
Kloaksvaber,10491,1,11/28/07,11/30/07,C7072,1,NEGATIV,NA
Svaberprøve,10186,1,11/28/07,,C7356,0,NEGATIV,R6
Svaberprøve,10609,3,11/28/07,,C7481,0,NEGATIV,R2
Kloaksvaber,10143,4,11/28/07,11/30/07,C7077,2,NEGATIV,R3
Kloaksvaber,10143,5,11/28/07,11/30/07,C7077,3,NEGATIV,R3
Svaberprøve,10609,4,11/28/07,,C7482,0,NEGATIV,R2
Kloaksvaber,10193,5,11/28/07,11/30/07,C7074,1,POSITIV,R7
Svaberprøve,10186,3,11/28/07,,C7358,0,NEGATIV,R6
Kloaksvaber,10429,1,11/28/07,11/30/07,C7088,1,NEGATIV,R3
Svaberprøve,10609,2,11/28/07,,C7480,0,NEGATIV,R2
Kloaksvaber,10143,3,11/28/07,11/30/07,C7077,1,POSITIV,R3
Kloaksvaber,10390,1,11/29/07,11/30/07,C7079,1,NEGATIV,R1
Kloaksvaber,10491,2,11/29/07,11/30/07,C7073,1,NEGATIV,NA
Kloaksvaber,10328,1,11/29/07,11/30/07,C7080,1,NEGATIV,R8
Kloaksvaber,10176,2,11/29/07,11/30/07,C7094,2,NEGATIV,R3
Kloaksvaber,10176,1,11/29/07,11/30/07,C7094,1,NEGATIV,R3
Svaberprøve,10117,4,11/29/07,,C7318,0,NEGATIV,R6
Svaberprøve,10275,17,11/29/07,,C7388,0,NEGATIV,R6
Svaberprøve,10275,18,11/29/07,,C7389,0,NEGATIV,R6
Kloaksvaber,10659,3,11/29/07,11/30/07,C7091,1,NEGATIV,R3
Kloaksvaber,10437,4,11/29/07,11/30/07,C7092,2,NEGATIV,R3
Kloaksvaber,10437,3,11/29/07,11/30/07,C7092,1,NEGATIV,R3
Svaberprøve,10471,8,11/29/07,,C7453,0,NEGATIV,R5
Kloaksvaber,10659,3,11/29/07,12/04/07,C7115,1,NEGATIV,R3
Kloaksvaber,10187,2,11/29/07,11/30/07,C7078,1,NEGATIV,R8
Kloaksvaber,10328,2,11/29/07,11/30/07,C7080,2,NEGATIV,R8
Svaberprøve,10471,5,11/29/07,,C7450,0,NEGATIV,R5
Kloaksvaber,10561,1,11/30/07,12/04/07,C7102,1,NEGATIV,R8
Svaberprøve,10636,2,11/30/07,,C7497,0,NEGATIV,R3
Kloaksvaber,10491,2,11/30/07,12/05/07,C7120,1,NEGATIV,NA
Kloaksvaber,10187,1,11/30/07,12/04/07,C7101,1,NEGATIV,R8
Svaberprøve,10240,1,11/30/07,,C7381,0,NEGATIV,R4
Kloaksvaber,10141,4,11/30/07,12/04/07,C7103,1,NEGATIV,R5
Svaberprøve,10106,2,11/30/07,,C7300,0,NEGATIV,R3
Kloaksvaber,10659,3,11/30/07,12/04/07,C7107,1,NEGATIV,R3
Kloaksvaber,10659,4,11/30/07,12/04/07,C7107,2,NEGATIV,R3
Kloaksvaber,10141,5,11/30/07,12/04/07,C7103,2,NEGATIV,R5
Kloaksvaber,10375,2,11/30/07,12/04/07,C7108,2,NEGATIV,R7
Kloaksvaber,10561,2,11/30/07,12/04/07,C7102,2,NEGATIV,R8
Kloaksvaber,10187,2,11/30/07,12/04/07,C7101,2,NEGATIV,R8
Kloaksvaber,10141,6,11/30/07,12/04/07,C7103,3,NEGATIV,R5
Svaberprøve,10636,1,11/30/07,,C7496,0,NEGATIV,R3
Svaberprøve,10471,7,11/30/07,,C7452,0,NEGATIV,R5
Kloaksvaber,10328,1,11/30/07,11/30/07,C7085,1,NEGATIV,R8
Kloaksvaber,10141,3,11/30/07,12/04/07,C7106,1,NEGATIV,R5
Kloaksvaber,10375,1,11/30/07,12/04/07,C7108,1,NEGATIV,R7
Svaberprøve,10471,6,11/30/07,,C7451,0,NEGATIV,R5
Kloaksvaber,10141,4,11/30/07,12/04/07,C7106,2,NEGATIV,R5
Kloaksvaber,10562,1,12/03/07,12/04/07,C7100,1,NEGATIV,R8
Kloaksvaber,10352,2,12/03/07,12/12/07,C7175,1,NEGATIV,R1
Svaberprøve,10151,2,12/03/07,,C7343,0,NEGATIV,R3
Kloaksvaber,10562,2,12/03/07,12/04/07,C7100,2,NEGATIV,R8
Svaberprøve,10416,4,12/03/07,,C7427,0,POSITIV,R1
Kloaksvaber,10352,1,12/03/07,12/04/07,C7111,1,NEGATIV,R1
Kloaksvaber,10491,2,12/03/07,12/05/07,C7121,1,NEGATIV,NA
Svaberprøve,10107,2,12/03/07,,C7302,0,NEGATIV,R3
Kloaksvaber,10529,4,12/03/07,12/04/07,C7104,1,NEGATIV,R7
Kloaksvaber,10332,2,12/03/07,12/04/07,C7109,2,NEGATIV,R3
Svaberprøve,10151,1,12/03/07,,C7342,0,NEGATIV,R3
Kloaksvaber,10245,5,12/03/07,12/04/07,C7098,1,NEGATIV,R4
Kloaksvaber,10253,1,12/03/07,12/04/07,C7114,1,NEGATIV,R2
Kloaksvaber,10332,1,12/03/07,12/04/07,C7109,1,NEGATIV,R3
Kloaksvaber,10332,3,12/03/07,12/07/07,C7137,1,NEGATIV,R3
Kloaksvaber,10253,1,12/03/07,12/04/07,C7105,1,NEGATIV,R2
Svaberprøve,10619,1,12/04/07,,C7488,0,NEGATIV,R5
Kloaksvaber,10356,2,12/04/07,12/07/07,C7141,2,NEGATIV,R2
Svaberprøve,10416,2,12/04/07,,C7425,0,NEGATIV,R1
Kloaksvaber,10356,3,12/04/07,12/07/07,C7141,3,NEGATIV,R2
Kloaksvaber,10621,1,12/04/07,12/12/07,C7178,1,NEGATIV,R1
Svaberprøve,10416,1,12/04/07,,C7424,0,POSITIV,R1
Kloaksvaber,10245,4,12/04/07,12/05/07,C7122,3,NEGATIV,R4
Kloaksvaber,10245,1,12/04/07,12/05/07,C7122,1,NEGATIV,R4
Kloaksvaber,10356,3,12/04/07,12/12/07,C7176,1,NEGATIV,R2
Kloaksvaber,10415,1,12/04/07,12/12/07,C7177,1,NEGATIV,NA
Kloaksvaber,10491,2,12/04/07,12/05/07,C7119,1,NEGATIV,NA
Svaberprøve,10107,3,12/04/07,,C7303,0,NEGATIV,R3
Svaberprøve,10416,3,12/04/07,,C7426,0,POSITIV,R1
Kloaksvaber,10245,5,12/04/07,12/05/07,C7122,4,NEGATIV,R4
Svaberprøve,10107,1,12/04/07,,C7301,0,NEGATIV,R3
Kloaksvaber,10356,1,12/04/07,12/07/07,C7141,1,NEGATIV,R2
Kloaksvaber,10358,1,12/04/07,12/05/07,C7118,1,NEGATIV,NA
Kloaksvaber,10245,2,12/04/07,12/05/07,C7122,2,NEGATIV,R4
Kloaksvaber,10233,1,12/04/07,12/07/07,C7132,1,NEGATIV,R6
Kloaksvaber,10375,2,12/04/07,12/04/07,C7099,1,NEGATIV,R7
Kloaksvaber,10245,1,12/04/07,12/07/07,C7136,1,NEGATIV,R4
Kloaksvaber,10245,6,12/04/07,12/05/07,C7122,5,NEGATIV,R4
Svaberprøve,10652,2,12/05/07,,C7504,0,NEGATIV,R5
Kloaksvaber,10537,1,12/05/07,12/07/07,C7133,1,NEGATIV,R4
Kloaksvaber,10233,4,12/05/07,12/12/07,C7181,2,POSITIV,R6
Kloaksvaber,10245,7,12/05/07,12/06/07,C7125,3,NEGATIV,R4
Kloaksvaber,10529,4,12/05/07,12/07/07,C7135,1,NEGATIV,R7
Svaberprøve,10102,2,12/05/07,,C7295,0,NEGATIV,R6
Kloaksvaber,10245,3,12/05/07,12/06/07,C7125,1,NEGATIV,R4
Kloaksvaber,10491,2,12/05/07,12/07/07,C7127,1,NEGATIV,NA
Kloaksvaber,10667,1,12/05/07,12/07/07,C7134,1,NEGATIV,R4
Kloaksvaber,10384,2,12/05/07,12/12/07,C7182,2,NEGATIV,R1
Svaberprøve,10619,2,12/05/07,,C7489,0,NEGATIV,R5
Kloaksvaber,10537,1,12/05/07,12/06/07,C7123,1,NEGATIV,R4
Kloaksvaber,10384,1,12/05/07,12/12/07,C7182,1,NEGATIV,R1
Svaberprøve,10619,4,12/05/07,,C7491,0,NEGATIV,R5
Svaberprøve,10619,3,12/05/07,,C7490,0,NEGATIV,R5
Kloaksvaber,10245,6,12/05/07,12/06/07,C7125,2,NEGATIV,R4
Kloaksvaber,10233,2,12/05/07,12/12/07,C7181,1,NEGATIV,R6
Kloaksvaber,10667,1,12/05/07,12/06/07,C7124,1,NEGATIV,R4
Svaberprøve,10222,3,12/06/07,,C7371,0,NEGATIV,R2
Svaberprøve,10222,42,12/06/07,,C7374,0,NEGATIV,R2
Kloaksvaber,10358,1,12/06/07,12/07/07,C7126,1,NEGATIV,NA
Svaberprøve,10222,5,12/06/07,,C7372,0,NEGATIV,R2
Kloaksvaber,10630,2,12/06/07,12/07/07,C7139,1,NEGATIV,R6
Kloaksvaber,10086,2,12/06/07,12/12/07,C7180,2,NEGATIV,NA
Kloaksvaber,10233,3,12/06/07,12/07/07,C7140,1,POSITIV,R6
Kloaksvaber,10537,2,12/06/07,12/07/07,C7129,1,POSITIV,R4
Kloaksvaber,10233,3,12/06/07,12/12/07,C7179,1,POSITIV,R6
Svaberprøve,10222,41,12/06/07,,C7373,0,NEGATIV,R2
Kloaksvaber,10233,7,12/06/07,12/07/07,C7140,2,POSITIV,R6
Kloaksvaber,10233,8,12/06/07,12/07/07,C7140,3,POSITIV,R6
Kloaksvaber,10667,1,12/06/07,12/07/07,C7128,1,NEGATIV,R4
Kloaksvaber,10630,3,12/06/07,12/07/07,C7139,2,NEGATIV,R6
Svaberprøve,10075,1,12/06/07,,C7275,0,NEGATIV,R5
Svaberprøve,10075,2,12/06/07,,C7276,0,NEGATIV,R5
Kloaksvaber,10660,2,12/06/07,12/07/07,C7131,2,POSITIV,R4
Svaberprøve,10102,1,12/06/07,,C7294,0,NEGATIV,R6
Kloaksvaber,10384,2,12/06/07,12/07/07,C7130,1,NEGATIV,R1
Kloaksvaber,10660,1,12/06/07,12/07/07,C7131,1,NEGATIV,R4
Kloaksvaber,10086,1,12/06/07,12/12/07,C7180,1,NEGATIV,NA
Svaberprøve,10516,1,12/07/07,,C7467,0,NEGATIV,R1
Svaberprøve,10149,2,12/07/07,,C7341,0,NEGATIV,R6
Kloaksvaber,10089,15,12/07/07,12/07/07,C7142,7,NEGATIV,NA
Kloaksvaber,10089,16,12/07/07,12/07/07,C7142,8,NEGATIV,NA
Kloaksvaber,10089,14,12/07/07,12/07/07,C7142,5,NEGATIV,NA
Kloaksvaber,10358,1,12/07/07,12/12/07,C7168,1,NEGATIV,NA
Svaberprøve,10304,3,12/07/07,,C7395,0,NEGATIV,R7
Kloaksvaber,10545,1,12/07/07,12/11/07,C7154,1,POSITIV,NA
Kloaksvaber,10604,1,12/07/07,12/11/07,C7159,1,NEGATIV,R3
Kloaksvaber,10630,1,12/07/07,12/07/07,C7138,1,NEGATIV,R6
Kloaksvaber,10089,12,12/07/07,12/07/07,C7142,4,NEGATIV,NA
Kloaksvaber,10089,9,12/07/07,12/07/07,C7142,1,NEGATIV,NA
Svaberprøve,10516,2,12/07/07,,C7468,0,NEGATIV,R1
Kloaksvaber,10545,2,12/07/07,12/11/07,C7154,2,NEGATIV,NA
Svaberprøve,10149,1,12/07/07,,C7340,0,NEGATIV,R6
Kloaksvaber,10660,2,12/07/07,12/11/07,C7150,1,POSITIV,R4
Kloaksvaber,10486,1,12/07/07,12/11/07,C7155,1,NEGATIV,R8
Kloaksvaber,10089,14,12/07/07,12/07/07,C7142,6,NEGATIV,NA
Kloaksvaber,10486,1,12/07/07,12/11/07,C7152,1,NEGATIV,R8
Kloaksvaber,10089,11,12/07/07,12/07/07,C7142,3,NEGATIV,NA
Kloaksvaber,10604,3,12/07/07,12/11/07,C7159,3,NEGATIV,R3
Svaberprøve,10304,1,12/07/07,,C7394,0,NEGATIV,R7
Kloaksvaber,10233,6,12/07/07,12/11/07,C7156,1,POSITIV,R6
Kloaksvaber,10604,2,12/07/07,12/11/07,C7159,2,NEGATIV,R3
Kloaksvaber,10089,10,12/07/07,12/07/07,C7142,2,NEGATIV,NA
